osm_id,from_id,to_id,distance_m,fclass,oneway,maxspeed
181073463,74413,74414,2489.07,unclassified,0,50
181079356,74417,74418,862.56,unclassified,0,50
181079358,74421,74422,2345.87,unclassified,0,50
181727884,17670,74617,780.88,secondary,0,80
181740007,74622,74623,5293.37,unclassified,0,50
181740017,74627,74628,5971.02,unclassified,0,50
181743151,68869,74640,7286.68,unclassified,0,50
181743153,74628,74641,6204.23,tertiary,0,50
181743167,74641,74648,3095.66,tertiary,0,60
181750535,74658,74659,4371.03,secondary,0,80
182127810,74741,74802,6561.82,tertiary,0,60
182139758,74809,74810,890.23,tertiary,0,60
182153199,74847,74853,1696.35,unclassified,0,50
182160203,74873,74874,5959.14,tertiary,0,50
182160205,74877,74878,5885.28,unclassified,0,50
182160206,74879,74880,588.6,unclassified,0,50
182160212,74883,74884,1236.62,unclassified,0,50
182176084,74893,74894,941.7,unclassified,0,50
182176931,74906,74907,147.24,unclassified,0,50
182176932,74908,74830,2414.98,unclassified,0,50
182178187,74909,74910,2595.24,unclassified,0,50
182652920,75239,75240,4277.03,unclassified,0,50
182652922,75241,75242,8739.26,unclassified,0,50
182652930,75242,75245,46.51,unclassified,0,50
182810999,75286,75287,3534.35,unclassified,0,50
182851053,75345,75346,110.1,service,0,30
182861424,75367,75368,315.52,trunk,0,80
182861426,75367,71978,8430.16,trunk,0,80
183019252,75506,75507,4012.15,secondary,0,80
183132312,75592,75597,4568.89,trunk,0,80
183429884,75649,75650,1506.85,unclassified,0,50
183580272,75800,75801,1423.42,secondary,0,60
183591181,75812,75813,200.64,secondary,0,60
183631584,75868,7689,60.94,trunk,0,80
183631630,75921,75922,62.31,trunk,0,80
183631722,76039,75878,372.76,primary,0,40
183631738,76056,75928,722.73,primary,0,40
183631747,76062,76063,966.33,primary,0,40
183631763,7688,75921,64.48,trunk,0,80
183631764,7689,76066,1196.42,trunk,0,80
183704240,76102,76103,6070.87,unclassified,0,50
183764692,76173,76174,5052.08,unclassified,0,50
183774716,76236,76235,953.04,unclassified,0,50
183774820,76323,76324,4112.87,unclassified,0,30
183781691,5889,76362,3975.2,primary,0,60
183820169,76379,76380,1427.84,unclassified,0,50
183830854,76387,76388,185.87,unclassified,0,30
183843109,43427,76395,450.73,secondary,0,50
183857414,76410,76411,1491.16,residential,0,20
183873460,76423,7143,888.18,residential,0,20
183901054,76652,76653,228.42,trunk,0,80
183901075,76674,76675,247.29,trunk,0,80
183901081,76686,76652,216.87,trunk,0,80
183901090,76700,76701,50.76,trunk,0,80
183901113,76675,76721,234.81,trunk,0,80
183901181,76590,76787,92.63,trunk,0,80
183901223,76701,76675,2326.92,trunk,0,80
183966995,76808,76809,101.67,trunk,0,80
184204296,39599,77291,1865.99,trunk,0,80
184238563,77292,77293,141.36,trunk,0,80
184257963,77296,77297,28.37,unclassified,0,50
184267917,77304,77305,460.0,trunk,0,80
184282495,77320,77321,375.03,tertiary,0,60
184282496,77322,77323,173.81,tertiary,0,60
184438606,77914,77915,1199.74,unclassified,0,30
184438609,77920,77921,665.9,unclassified,0,30
184438618,77930,77914,3641.1,unclassified,0,30
184440167,77948,77949,8381.35,tertiary,0,60
184587776,78100,78101,9479.42,unclassified,0,50
184919833,78229,20373,1130.79,secondary,0,60
185150144,78305,78306,3844.06,unclassified,0,50
185156733,78314,78315,6606.9,unclassified,0,50
185156739,78321,78322,728.8,unclassified,0,50
185229589,76701,78325,56.8,trunk,0,80
185230600,78326,78327,1622.96,unclassified,0,50
185230601,78328,78329,1799.23,residential,0,50
185230602,78330,78331,1712.42,unclassified,0,50
185230603,78332,78333,1710.47,unclassified,0,50
185230604,78334,78335,3415.05,unclassified,0,50
185230605,78336,78337,546.78,unclassified,0,50
185230607,78338,78339,2821.1,unclassified,0,50
185230608,78340,78341,4492.45,unclassified,0,50
185230609,78342,78343,2379.85,unclassified,0,50
185230610,78344,78345,502.07,unclassified,0,50
185230611,78346,78331,4309.8,unclassified,0,50
185230612,78328,78347,3186.13,unclassified,0,50
185507573,78383,78384,6230.76,unclassified,0,50
186049222,78492,78493,6438.85,tertiary,0,60
186811214,78919,78920,5990.49,secondary,0,80
186811215,78921,78922,1857.76,unclassified,0,50
186911894,78924,78925,4433.97,trunk,0,80
186911895,69621,78926,3473.48,trunk,0,80
186911900,78927,78928,60.5,trunk,0,80
186911902,78927,78929,41.54,trunk,0,80
187080393,1772,78968,36.03,trunk,0,60
187144974,79005,37271,343.88,trunk,0,80
187144975,37271,79006,343.78,trunk,0,80
187148433,79042,79043,665.98,residential,0,15
187148446,79059,79060,369.4,primary,0,80
187179699,79064,79065,174.42,trunk,0,80
187179707,79068,79069,829.26,trunk,0,80
187618755,79123,79124,3370.48,unclassified,0,50
187671470,79242,79243,92.54,primary,0,30
187705970,79265,79266,472.84,unclassified,0,30
187921492,79513,79514,2167.98,unclassified,0,50
187921517,79554,79555,1142.07,unclassified,0,50
187921526,79564,79565,5943.03,unclassified,0,30
188312061,12818,79706,427.9,primary,0,60
188337716,79788,79789,4346.75,secondary,0,60
188486562,79827,79828,6043.08,trunk,0,80
188560051,79846,79847,6458.11,unclassified,0,20
188662521,79880,79881,526.27,secondary,0,80
189222793,47432,79953,6951.6,tertiary,0,50
189224850,80008,80009,3338.06,tertiary,0,50
189224861,80021,80022,4681.42,tertiary,0,50
189224862,80023,80024,232.44,residential,0,30
189233298,80064,80065,6539.99,tertiary,0,60
189234389,80083,80084,3343.66,unclassified,0,50
189234394,80090,80091,4896.5,unclassified,0,50
189234397,80096,80064,8960.74,tertiary,0,50
189238964,80111,80112,7918.77,unclassified,0,50
189238971,80077,80078,4218.63,tertiary,0,50
189241440,80154,80155,1013.74,unclassified,0,50
189241441,80156,80157,7017.14,unclassified,0,50
189241442,80158,80155,9886.36,unclassified,0,50
189246580,80190,80191,8496.72,unclassified,0,50
189791907,80248,80249,15.98,tertiary,0,60
189791908,80249,38424,93.51,tertiary,0,60
189853874,80262,80263,114.09,trunk,0,80
189868172,80264,80265,1679.85,trunk,0,80
190317700,80340,80341,2154.38,unclassified,0,50
190317701,80342,80343,2134.67,unclassified,0,50
190448540,80347,80348,8218.51,unclassified,0,50
190451859,80361,80362,6004.31,unclassified,0,50
191624956,80466,80467,23.01,trunk,0,80
191624957,80468,80469,339.56,trunk,0,80
191628574,80484,80482,1808.15,trunk,0,80
191680218,80500,80501,9288.51,unclassified,0,50
191799403,80502,80503,282.91,unclassified,0,50
191883225,80515,80516,494.87,unclassified,0,50
191883261,80542,80516,592.51,unclassified,0,50
191896774,80561,80562,2104.29,tertiary,0,60
191907515,80574,80575,403.49,unclassified,0,50
191984217,30583,30631,37.24,tertiary,0,20
191986872,80594,80595,389.79,tertiary,0,20
192033087,80623,68920,1920.17,unclassified,0,50
192049280,80630,80631,34.04,trunk,0,60
192049281,80631,80632,2289.59,trunk,0,80
192049282,80633,80634,1832.76,trunk,0,80
192057143,80678,80679,30.11,trunk,0,60
192057145,80679,80680,403.85,trunk,0,80
192059952,80681,80682,763.56,unclassified,0,50
192077842,80693,80694,2794.87,tertiary,0,60
192078669,80695,80696,5050.73,secondary,0,60
192121993,80709,80710,1603.62,secondary,0,60
192124656,80711,80712,385.53,secondary,0,60
192324107,80873,80874,417.42,primary,0,60
192430213,81153,81154,6187.06,unclassified,0,50
192435139,81174,81175,860.81,unclassified,0,50
192436788,81196,66952,420.26,secondary,0,60
192436800,81196,81215,378.6,secondary,0,60
192439933,81236,81237,3751.67,tertiary,0,50
192447341,81248,81249,9711.35,unclassified,0,50
192447345,81255,81256,5173.73,unclassified,0,50
192447354,81272,81273,2480.38,unclassified,0,50
192451732,81324,81325,3175.91,tertiary,0,60
192457889,81329,81330,3445.03,unclassified,0,50
192510972,81382,81383,1163.2,unclassified,0,50
192512927,81393,81394,8715.79,tertiary,0,60
192559419,81412,81413,254.89,trunk,0,30
192620251,81491,81492,8544.15,unclassified,0,50
192620256,81497,81498,1952.4,unclassified,0,50
192620260,81500,81501,5622.08,unclassified,0,50
192797147,81719,81720,46.24,primary,0,30
192894914,81807,81808,28.54,trunk,0,80
192897479,81809,81810,7242.37,tertiary,0,60
194088092,82492,82493,658.64,unclassified,0,50
194113578,82522,82523,1255.9,unclassified,0,50
194113583,82523,82492,651.53,unclassified,0,50
194137631,82560,82561,75.72,trunk,0,80
194568909,82650,82651,377.19,unclassified,0,50
195046797,82710,82711,64.83,trunk,0,80
195046798,82711,82712,4110.53,trunk,0,80
195852717,82797,82798,41.94,trunk,0,60
195852718,82799,82800,2782.57,trunk,0,80
196662116,82832,82833,7904.69,unclassified,0,30
196662118,82829,82833,12.66,secondary,0,40
196820587,82838,82839,34.92,secondary,0,80
196904603,82936,71434,584.53,trunk,0,80
196904608,78925,82943,17.39,trunk_link,0,80
196954973,82996,82997,28.55,secondary,0,50
196971719,83004,83027,1426.43,residential,0,30
196971720,83028,83029,1877.64,residential,0,30
197583475,83553,83554,7726.21,trunk,0,80
197587991,83575,76942,7685.2,unclassified,0,50
197589167,83585,83586,7586.75,unclassified,0,50
197589539,83587,83588,6807.75,tertiary,0,60
197651415,83642,83643,4679.61,tertiary,0,60
197651922,83646,83647,8359.62,unclassified,0,50
197651925,83648,83649,2926.38,unclassified,0,50
197654077,83651,83652,1080.81,unclassified,0,50
197655715,83659,83660,4748.26,unclassified,0,50
197691104,83668,83669,62.64,trunk,0,60
197691105,83669,83670,1146.17,trunk,0,80
197691112,83670,83671,21.0,trunk,0,60
197824022,83718,83719,8230.15,unclassified,0,50
197824042,83730,83731,3581.69,unclassified,0,50
197831884,83739,83740,3563.34,unclassified,0,50
197832224,83771,83763,2332.48,unclassified,0,50
197842646,83825,83826,1524.39,tertiary,0,60
197845790,83861,83862,493.48,tertiary,0,60
197847187,83863,83864,5743.32,unclassified,0,50
197847193,83867,83868,1639.5,unclassified,0,50
197849245,83871,83872,3376.05,tertiary,0,60
197849254,83879,83880,742.76,tertiary,0,70
197863087,83885,83886,6117.75,unclassified,0,50
197863089,83889,83890,1846.97,unclassified,0,50
197863095,83895,83896,341.41,unclassified,0,50
197863096,83897,83896,1009.33,unclassified,0,50
197863098,83898,83899,6495.95,unclassified,0,50
197864908,83902,83903,2219.76,unclassified,0,40
197864909,83904,83905,9416.08,unclassified,0,40
197864910,83906,83904,6131.73,unclassified,0,40
197898316,83909,83910,8210.47,unclassified,0,50
197959726,83921,83922,4682.26,unclassified,0,50
198640240,83965,83966,9840.56,tertiary,0,60
198642770,83967,83968,5119.57,tertiary,0,60
198649032,83977,83978,2623.2,unclassified,0,50
198649035,83979,83980,4993.04,unclassified,0,50
198650205,83983,83984,1917.08,unclassified,0,50
198650442,83985,83986,2304.86,unclassified,0,50
198650918,83987,83988,3605.66,unclassified,0,50
198650919,83989,83990,1363.53,unclassified,0,50
198826627,83991,83992,243.47,trunk,0,60
198826628,83993,83994,5695.36,trunk,0,80
203053592,84607,84608,245.87,trunk,0,40
203053610,84611,43983,344.84,trunk,0,40
203053646,84618,84620,228.96,residential,0,20
203344518,84716,84717,137.57,residential,0,80
203347443,84724,84725,77.66,trunk,0,80
203838141,85055,85056,450.76,trunk,0,80
203838142,85057,85055,31.3,trunk,0,80
203838143,29066,85058,31.32,trunk,0,80
204340039,85221,85205,1064.05,tertiary,0,30
205185000,85318,85319,304.95,trunk,0,50
205185012,85320,85321,72.02,trunk,0,50
205433389,85326,43519,25.77,tertiary,0,40
205433395,85331,85332,1291.86,tertiary,0,40
205590697,85423,85424,5402.92,tertiary,0,60
205613932,85438,85439,5959.07,unclassified,0,50
207228633,85717,85718,8820.17,unclassified,0,50
208295888,85778,9255,1142.79,primary,0,50
208330414,85795,9269,819.3,primary,0,60
208489099,78170,86062,304.23,residential,0,20
208861043,86668,86669,6683.19,tertiary,0,50
208883321,86669,86673,8027.94,tertiary,0,50
208892659,86684,86685,6326.98,unclassified,0,50
209091167,86689,86690,6990.21,primary,0,50
209101138,86693,86694,4354.44,unclassified,0,50
209101701,86695,86696,1381.33,unclassified,0,50
209264219,86708,86709,2631.01,unclassified,0,50
209268920,86715,86716,5719.97,unclassified,0,50
209317783,86673,86728,1290.47,tertiary,0,50
209341641,86738,86739,4153.58,unclassified,0,50
209498243,86765,86766,54.07,secondary,0,60
209498245,86769,86767,98.68,trunk,0,60
209500412,86770,72602,9311.31,unclassified,0,50
209514733,86773,86774,607.84,tertiary,0,40
209514742,86779,86780,1055.57,secondary,0,50
209514745,86783,86784,585.46,tertiary,0,40
209514756,86776,86793,208.39,trunk,0,80
209514760,86798,86799,1681.87,trunk,0,40
209514978,86800,86801,963.89,unclassified,0,50
209514979,86802,70369,8026.07,secondary,0,60
209559165,86892,86893,4005.85,unclassified,0,50
209559177,86909,86910,1674.89,unclassified,0,50
209583172,86930,86931,922.65,trunk,0,80
209583175,86936,86930,89.02,trunk,0,80
209619192,86961,86947,2513.79,unclassified,0,50
209739634,87043,87044,1482.04,primary,0,70
209739693,87045,87046,87.41,primary,0,40
209739708,87046,29333,1270.4,primary,0,70
210274326,87091,87092,2634.6,secondary,0,60
210464760,87143,87144,772.51,tertiary,0,50
211157137,87162,87163,3392.04,unclassified,0,50
211342563,1740,87260,49.23,trunk,0,80
211342564,87261,87262,58.48,trunk,0,80
211342568,87267,87268,47.0,trunk,0,80
211342581,87280,87281,452.58,trunk,0,80
211342583,87282,87280,80.82,trunk,0,80
211342584,7694,87267,49.23,trunk,0,80
211342586,87262,87283,55.11,trunk,0,80
212263446,87330,87331,6582.52,secondary,0,60
212841465,87446,87447,9593.05,unclassified,0,50
213203876,44086,87455,323.02,tertiary,0,30
213509899,87456,87457,4428.14,tertiary,0,60
213509900,87458,87459,203.29,unclassified,0,50
213509902,87462,87458,19.18,unclassified,0,50
213509904,87464,87465,7390.14,unclassified,0,50
216166596,87815,87816,3215.65,tertiary,0,60
216166599,87817,87463,1790.47,tertiary,0,60
216166601,87818,87819,2765.51,tertiary,0,60
216166604,87820,87821,160.6,tertiary,0,60
216166606,87822,87462,2262.76,unclassified,0,50
216166611,87823,87824,313.02,tertiary,0,60
216166614,87825,87826,190.37,tertiary,0,60
216166617,87827,87828,378.21,tertiary,0,60
216166629,87464,87835,6.73,unclassified,0,50
216166638,87835,87843,15.15,unclassified,0,50
216166650,87843,87822,10.04,unclassified,0,50
216166652,87847,87841,51.05,tertiary,0,60
216166655,87852,87844,3591.7,tertiary,0,60
216166661,87848,87840,515.21,tertiary,0,60
216166664,87845,87850,32.13,tertiary,0,60
216166667,87842,87834,73.8,tertiary,0,60
216166669,87851,87846,1193.96,tertiary,0,60
216166672,87837,87829,1682.33,tertiary,0,60
216170959,87860,87836,2355.43,tertiary,0,60
216170968,87859,87861,136.9,tertiary,0,60
216600475,87899,87900,1393.48,tertiary,0,60
216600478,87901,87902,212.27,secondary,0,70
216601388,87903,87904,3707.86,unclassified,0,50
216601967,87907,87908,2311.73,secondary,0,60
216601970,87909,87910,55.04,unclassified,0,50
216601971,87911,87912,1063.16,unclassified,0,50
216611240,87926,87927,3000.95,unclassified,0,40
216749643,87979,87980,6055.38,unclassified,0,20
216760797,87981,87982,5869.55,unclassified,0,50
216760803,87983,87984,546.42,unclassified,0,50
216938448,88047,88048,1593.01,unclassified,0,50
216954508,88066,88068,32.05,primary,0,80
217543835,88215,88216,1527.11,secondary,0,40
217942113,88356,86758,4447.52,secondary,0,60
219780543,9270,88498,1812.16,primary,0,60
220226174,88570,522,29.46,trunk,0,60
221218402,88723,88724,4089.83,unclassified,0,50
221562531,67617,88739,130.1,secondary,0,60
221562533,88740,88741,2736.51,secondary,0,60
222015418,88625,88790,122.21,residential,0,10
222267138,88869,88870,89.57,primary,0,30
222412833,86673,88913,3152.24,unclassified,0,50
222834909,89253,89254,56.61,tertiary,0,30
222851362,89370,89371,124.46,residential,0,50
222912461,89397,89398,6980.82,unclassified,0,50
223187187,19120,90688,897.94,residential,0,40
223312317,90926,90927,144.49,trunk,0,80
223312318,90928,77292,69.19,trunk,0,80
223312319,90927,90929,35.6,trunk,0,80
223312320,90929,90928,74.4,trunk,0,80
223317228,90934,90935,54.38,trunk,0,80
223317230,90936,90937,66.84,trunk,0,80
223317235,90935,90941,456.29,trunk,0,80
223329691,90968,90969,1092.5,residential,0,15
223724191,91741,91742,2738.2,trunk,0,80
223724192,1898,91741,67.05,trunk,0,80
224256941,430,91780,20.31,primary_link,0,35
224287649,82874,91793,77.44,tertiary,0,60
224312051,91814,12086,197.84,trunk,0,50
224312052,91815,12316,413.88,trunk,0,50
224312053,10984,91816,121.27,trunk,0,35
224312054,91817,91815,11.39,trunk,0,50
224312055,91805,91806,10.99,trunk,0,50
224312056,91818,91819,11.63,trunk,0,50
224312057,91807,91804,10.85,trunk,0,50
224312058,91820,91821,183.34,trunk,0,50
225904918,92184,92185,108.66,residential,0,50
226670206,92400,92401,96.89,trunk,0,80
227174091,87979,92467,5050.08,unclassified,0,50
227174098,92468,92469,3165.7,unclassified,0,50
227463452,92488,92489,1296.93,unclassified,0,50
227463453,92490,92491,249.61,unclassified,0,50
227500122,92565,92566,2403.85,unclassified,0,50
227500123,92567,92568,4501.43,unclassified,0,50
227689123,92649,92650,7842.49,unclassified,0,50
227701470,92664,92669,4710.43,unclassified,0,50
227701792,92673,92674,3125.12,unclassified,0,50
227703713,92670,92677,4822.85,unclassified,0,50
227704015,11991,92676,4667.78,unclassified,0,50
228299780,88067,92737,26.92,primary,0,80
228370460,92770,92771,516.51,unclassified,0,30
228375418,92772,92773,4440.21,unclassified,0,30
228376868,92778,92779,5081.68,unclassified,0,30
228421777,92829,92830,4224.35,unclassified,0,50
228423732,92846,92847,9265.25,unclassified,0,50
228423733,92848,92849,3801.6,unclassified,0,30
228423737,92852,92853,2469.83,unclassified,0,30
228424951,92854,92855,1926.51,unclassified,0,50
228478081,92869,92870,17.76,primary,0,80
229365019,93397,93398,67.59,trunk,0,80
229365024,93406,93407,50.75,trunk,0,80
229365028,93407,90934,366.25,trunk,0,80
229365032,93417,93397,41.93,trunk,0,80
229365034,1480,90936,2502.45,trunk,0,80
229365035,93418,93419,46.87,trunk,0,80
229365038,93422,93423,38.03,trunk,0,80
229365039,93423,93417,528.49,trunk,0,80
229365040,93424,93425,59.29,trunk,0,80
229365041,93426,93424,45.8,trunk,0,80
229365043,93419,93406,93.29,trunk,0,80
229365048,93433,93434,54.17,trunk,0,80
229365049,93435,93436,30.61,trunk,0,80
229365051,93436,93433,602.18,trunk,0,80
229382829,93472,93473,2928.94,secondary,0,80
229399329,93477,93478,211.24,trunk,0,60
229399330,93478,93479,2493.32,trunk,0,80
229451602,93503,93504,9616.4,tertiary,0,60
229451603,93505,93506,8508.21,unclassified,0,50
229451604,93507,93508,5020.99,unclassified,0,50
229451605,93509,93510,8347.31,unclassified,0,50
229451608,93511,93512,2061.92,unclassified,0,50
229490032,93635,93636,2453.19,trunk,0,60
229490041,93636,93645,53.89,trunk,0,60
229593431,93858,93859,1120.48,residential,0,30
229888449,93508,94249,2372.57,unclassified,0,50
229913057,94272,94273,3067.33,unclassified,0,50
229931579,94336,94337,1251.47,unclassified,0,50
229956243,94370,94371,626.98,unclassified,0,50
229956244,94372,94373,1234.78,unclassified,0,50
229956251,42027,94379,8334.72,unclassified,0,50
230040315,94407,94408,5816.63,unclassified,0,30
230052527,1482,94410,3961.67,trunk,0,80
230065895,94449,94450,83.17,trunk,0,80
230071143,21150,94497,10.01,unclassified,0,50
230075056,94501,94502,5561.32,unclassified,0,50
230075797,94505,94503,204.98,secondary,0,60
230075863,94506,94507,5019.03,unclassified,0,50
230080663,94508,94509,7448.67,tertiary,0,60
230080664,94510,94511,4741.1,unclassified,0,50
230175040,94537,79240,86.51,primary,0,30
230178265,94554,94555,156.18,residential,0,30
230178270,94558,695,75.85,residential,0,20
230178271,45421,695,90.9,primary,0,30
230178273,695,39106,73.59,residential,0,20
230178274,94560,94561,158.6,residential,0,20
230178275,19083,62167,88.74,primary,0,30
230400636,94652,94653,152.19,secondary,0,35
230400638,62313,6363,156.86,secondary,0,35
230400639,94653,94655,101.89,secondary,0,35
230400641,94657,12305,57.64,primary,0,35
230619745,94795,94796,170.64,residential,0,50
230638271,94843,94844,368.42,unclassified,0,50
230638273,94845,94846,1025.06,unclassified,0,50
230638278,94847,94848,3179.04,unclassified,0,50
230638287,94855,94856,1720.02,unclassified,0,50
230640464,41148,41146,100.97,trunk_link,0,35
230640485,65947,7441,250.55,trunk,0,80
230640627,94890,94891,136.01,trunk,0,35
230998434,95164,95169,86.26,primary,0,30
230998478,41106,95164,33.73,primary_link,0,30
231007538,95198,95199,4885.55,unclassified,0,50
231007573,95204,95205,2351.91,unclassified,0,50
231053807,95245,95246,743.75,residential,0,30
231053818,95263,95264,752.18,residential,0,30
231053824,95271,95272,1744.11,unclassified,0,50
231054853,95282,95283,2392.94,residential,0,30
231067658,95368,95369,2681.23,unclassified,0,50
231067659,95370,95371,6815.49,unclassified,0,30
231483296,95520,95521,41.91,trunk,0,80
231483297,95522,95523,19.55,trunk,0,80
231523181,95540,95541,82.2,primary,0,40
231523183,95539,95543,35.45,primary,0,40
231523184,95544,293,126.89,primary,0,40
231523185,95540,95539,14.94,primary,0,40
231523186,95535,95545,12.91,primary,0,40
231523187,294,95546,126.45,primary,0,40
231523188,95545,294,51.34,primary,0,40
231523189,293,95540,47.43,primary,0,40
231833898,95711,95709,41.37,unclassified,0,40
232043419,95763,95764,8376.76,unclassified,0,50
232139757,95813,95814,42.37,primary,0,80
232139762,95821,95822,2290.23,service,0,50
232519686,96050,96051,1563.34,unclassified,0,50
232519691,96055,96056,7141.16,unclassified,0,50
232597927,96239,96240,89.28,trunk,0,50
232603838,96279,96280,7138.46,unclassified,0,50
232603839,96279,96281,4482.96,unclassified,0,50
232603840,96282,79526,845.81,residential,0,30
232603849,96292,96293,4097.16,unclassified,0,50
232603861,79511,96312,1467.36,service,0,30
232603863,96315,96316,841.21,service,0,30
232603864,96317,79538,1410.17,service,0,30
232603867,96319,96320,1060.96,residential,0,30
232661213,96374,96375,5657.66,unclassified,0,50
232661215,96378,96379,2586.01,tertiary,0,60
232661216,96380,96381,6658.31,unclassified,0,50
232661220,96386,96387,9217.05,unclassified,0,40
232661221,96388,96389,7367.07,unclassified,0,60
232661222,96390,96391,1625.91,unclassified,0,50
232661228,96399,96400,2772.52,unclassified,0,60
232661229,87694,96401,2612.81,tertiary,0,60
232661231,2252,96404,2723.48,tertiary,0,60
232661249,96422,96423,3482.3,unclassified,0,50
232661257,96426,96427,2233.7,unclassified,0,50
232661258,96428,96429,888.12,unclassified,0,30
232661262,96434,96435,7910.3,unclassified,0,50
232661264,96423,96437,3335.57,unclassified,0,50
232661265,96438,96439,1610.37,unclassified,0,60
232661267,96427,96442,371.19,unclassified,0,50
232661269,96445,96446,542.84,unclassified,0,60
232661271,96449,96450,7930.03,unclassified,0,50
232661272,96451,83906,4606.69,unclassified,0,40
232674065,96495,96491,6072.52,unclassified,0,40
232679438,62094,96544,447.17,residential,0,30
232732098,96566,96567,4610.51,unclassified,0,50
232732105,96571,96572,2484.34,tertiary,0,60
232732117,96587,96588,2210.91,unclassified,0,40
232743969,96598,96599,5174.65,unclassified,0,50
232781292,96671,96672,7069.02,unclassified,0,50
232781301,96679,96680,3843.62,unclassified,0,50
232784284,96736,96737,2303.71,unclassified,0,50
232823326,96746,96747,2787.93,unclassified,0,50
232934408,97148,97149,7232.9,unclassified,0,60
232934413,97157,97158,1453.9,unclassified,0,50
233338409,97229,92088,227.3,trunk,0,80
233427148,97451,97452,9687.98,unclassified,0,50
233706206,97677,97678,100.93,tertiary,0,40
233706253,7280,97717,85.23,service,0,15
233770552,97737,97738,3450.2,unclassified,0,50
233770553,97739,97740,5123.19,unclassified,0,50
234053360,97915,97916,2462.45,trunk,0,90
234271131,98065,98066,307.21,residential,0,50
234351523,98168,98169,5150.9,tertiary,0,60
234352779,98196,98198,1378.66,unclassified,0,50
234353566,98209,98210,67.69,tertiary,0,60
234723330,98795,98796,53.47,secondary,0,60
234723346,98796,98799,68.51,secondary,0,60
234723351,98800,98801,8887.99,unclassified,0,50
234724278,98820,98821,3011.77,unclassified,0,50
234724576,98842,98843,2655.46,unclassified,0,50
234726579,98854,98855,371.19,unclassified,0,30
234726583,98860,98861,1198.53,unclassified,0,50
234726595,98875,98876,8017.35,tertiary,0,60
234726601,98887,98888,1857.06,unclassified,0,30
234726611,98905,98906,8463.41,primary,0,80
234727084,98918,98919,985.1,trunk,0,80
235550467,98991,98992,593.05,tertiary,0,60
235550470,98997,98998,1859.25,tertiary,0,60
235550753,99003,99004,174.02,residential,0,80
236950180,99268,99269,246.95,tertiary,0,60
237589294,99569,99570,218.08,residential,0,40
237589316,99605,99606,94.57,residential,0,30
237589319,99609,99610,113.47,residential,0,30
237589323,99612,99613,97.15,residential,0,30
238518035,100473,100474,22.16,trunk,0,40
238518036,100475,100476,3725.7,trunk,0,70
238518040,74274,100473,172.2,trunk,0,70
238518042,100479,17528,580.99,trunk,0,80
238518043,38235,17313,101.22,trunk,0,40
238701070,100583,100584,160.82,residential,0,15
238701071,100585,100586,241.18,residential,0,15
238701072,100587,100588,462.65,residential,0,15
238701073,100556,100589,649.91,residential,0,20
238701074,100590,100591,160.53,residential,0,15
238701075,100592,100593,236.29,residential,0,15
238701076,100594,100595,235.04,residential,0,15
238701077,100596,100597,180.81,residential,0,15
238701078,100598,100599,184.13,residential,0,15
238701080,100602,100603,160.05,residential,0,15
238701081,100604,100605,221.06,residential,0,15
238701082,100606,100607,462.51,residential,0,20
238701083,100608,100609,161.26,residential,0,15
238701085,100610,100611,354.29,residential,0,15
238701086,100612,100613,174.77,residential,0,15
238701087,100614,100615,174.17,residential,0,15
238701088,100616,100617,292.77,residential,0,15
238701089,100618,100619,109.83,residential,0,15
238701090,100620,100621,109.74,residential,0,15
238701091,100622,100623,160.36,residential,0,15
238701092,100563,100624,354.32,residential,0,15
238701093,100625,100626,114.77,residential,0,15
238701094,100627,100628,271.62,residential,0,15
238710207,100673,100674,1148.89,residential,0,20
238835833,101121,101122,531.98,residential,0,30
239311463,103359,103360,580.87,residential,0,40
239311464,103361,103362,211.44,residential,0,40
239311465,103363,103364,60.46,residential,0,40
239311470,103369,103351,411.86,residential,0,40
239311472,103370,103371,269.7,residential,0,40
239311474,103374,103375,247.59,residential,0,40
239311478,103382,103383,62.45,residential,0,40
239311480,103386,103387,531.42,residential,0,40
239311481,103388,103389,163.3,residential,0,40
239311491,103405,103406,363.75,residential,0,40
239311494,103407,103408,316.18,residential,0,40
239311495,103409,103410,294.66,residential,0,40
239311500,103417,103418,406.22,residential,0,40
239311503,103421,103422,54.22,residential,0,40
239311506,103427,103428,110.96,residential,0,40
239311508,103358,103418,244.65,residential,0,40
239311510,103431,103432,504.19,tertiary,0,40
239318729,103435,103436,130.62,residential,0,40
239318730,103437,103438,465.89,residential,0,40
239318734,103445,103446,430.87,residential,0,40
239318741,103450,103451,147.47,residential,0,40
239318743,103454,103455,288.58,residential,0,40
239951339,103995,103996,154.87,primary,0,20
239951343,103998,103999,291.18,primary,0,20
240341628,104360,104361,91.66,trunk,0,70
240777775,105101,105102,110.99,residential,0,30
240777776,105103,105104,659.01,tertiary,0,80
240777779,105109,23797,242.47,tertiary,0,80
240780920,105164,105158,548.73,primary,0,40
240854346,20082,105342,437.71,residential,0,80
240989143,105448,105449,467.13,tertiary,0,80
241129496,65679,105583,124.47,tertiary,0,80
241148037,105804,105527,223.77,primary,0,80
241148083,105939,105804,844.8,primary,0,80
241161698,106278,106286,192.75,secondary,0,80
241162968,106330,106331,30.62,trunk,0,80
242337181,106481,106482,102.14,trunk,0,60
242337615,106483,106484,135.7,tertiary,0,60
242819366,106886,106887,5372.1,tertiary,0,60
